"Dataset","Data_source","x","y","type","AUPRC_label"
"KORA metabolomics","cGAN",0.562,0.156620750059718,"Precision-Recall Curve","cGAN (AUPRC=0.177)"
"KORA metabolomics","cGAN",0.5625,0.156716417910448,"Precision-Recall Curve","cGAN (AUPRC=0.177)"
"KORA metabolomics","cGAN",0.563,0.156812032468566,"Precision-Recall Curve","cGAN (AUPRC=0.177)"
"KORA metabolomics","cGAN",0.564,0.157003101884992,"Precision-Recall Curve","cGAN (AUPRC=0.177)"
"KORA metabolomics","cGAN",0.565,0.157193958664547,"Precision-Recall Curve","cGAN (AUPRC=0.177)"
"KORA metabolomics","cGAN",0.566,0.157384603161993,"Precision-Recall Curve","cGAN (AUPRC=0.177)"
"KORA metabolomics","cGAN",0.567,0.157575035731301,"Precision-Recall Curve","cGAN (AUPRC=0.177)"
"KORA metabolomics","cGAN",0.568,0.157765256725657,"Precision-Recall Curve","cGAN (AUPRC=0.177)"
"KORA metabolomics","cGAN",0.569,0.157955266497462,"Precision-Recall Curve","cGAN (AUPRC=0.177)"
"KORA metabolomics","cGAN",0.57,0.158145065398335,"Precision-Recall Curve","cGAN (AUPRC=0.177)"
"KORA metabolomics","cGAN",0.571,0.158334653779116,"Precision-Recall Curve","cGAN (AUPRC=0.177)"
"KORA metabolomics","cGAN",0.571428571428571,0.158415841584158,"Precision-Recall Curve","cGAN (AUPRC=0.177)"
"KORA metabolomics","cGAN",0.572,0.158524031989865,"Precision-Recall Curve","cGAN (AUPRC=0.177)"
"KORA metabolomics","cGAN",0.573,0.158713200379867,"Precision-Recall Curve","cGAN (AUPRC=0.177)"
"KORA metabolomics","cGAN",0.574,0.158902159297635,"Precision-Recall Curve","cGAN (AUPRC=0.177)"
"KORA metabolomics","cGAN",0.575,0.159090909090909,"Precision-Recall Curve","cGAN (AUPRC=0.177)"
"KORA metabolomics","cGAN",0.576,0.15927945010666,"Precision-Recall Curve","cGAN (AUPRC=0.177)"
"KORA metabolomics","cGAN",0.577,0.159467782691093,"Precision-Recall Curve","cGAN (AUPRC=0.177)"
"KORA metabolomics","cGAN",0.578,0.159655907189646,"Precision-Recall Curve","cGAN (AUPRC=0.177)"
"KORA metabolomics","cGAN",0.579,0.159843823946995,"Precision-Recall Curve","cGAN (AUPRC=0.177)"
"KORA metabolomics","cGAN",0.58,0.160031533307056,"Precision-Recall Curve","cGAN (AUPRC=0.177)"
"KORA metabolomics","cGAN",0.580357142857143,0.160098522167488,"Precision-Recall Curve","cGAN (AUPRC=0.177)"
"KORA metabolomics","cGAN",0.581,0.160219035612985,"Precision-Recall Curve","cGAN (AUPRC=0.177)"
"KORA metabolomics","cGAN",0.582,0.160406331207182,"Precision-Recall Curve","cGAN (AUPRC=0.177)"
"KORA metabolomics","cGAN",0.583,0.160593420431292,"Precision-Recall Curve","cGAN (AUPRC=0.177)"
"KORA metabolomics","cGAN",0.584,0.160780303626209,"Precision-Recall Curve","cGAN (AUPRC=0.177)"
"KORA metabolomics","cGAN",0.585,0.160966981132075,"Precision-Recall Curve","cGAN (AUPRC=0.177)"
"KORA metabolomics","cGAN",0.586,0.161153453288285,"Precision-Recall Curve","cGAN (AUPRC=0.177)"
"KORA metabolomics","cGAN",0.587,0.161339720433485,"Precision-Recall Curve","cGAN (AUPRC=0.177)"
"KORA metabolomics","cGAN",0.588,0.16152578290558,"Precision-Recall Curve","cGAN (AUPRC=0.177)"
"KORA metabolomics","cGAN",0.589,0.161711641041732,"Precision-Recall Curve","cGAN (AUPRC=0.177)"
"KORA metabolomics","cGAN",0.589285714285714,0.161764705882353,"Precision-Recall Curve","cGAN (AUPRC=0.177)"
"KORA metabolomics","cGAN",0.59,0.161802154750245,"Precision-Recall Curve","cGAN (AUPRC=0.177)"
"KORA metabolomics","cGAN",0.591,0.161854460093897,"Precision-Recall Curve","cGAN (AUPRC=0.177)"
"KORA metabolomics","cGAN",0.592,0.161906622387185,"Precision-Recall Curve","cGAN (AUPRC=0.177)"
"KORA metabolomics","cGAN",0.592857142857143,0.161951219512195,"Precision-Recall Curve","cGAN (AUPRC=0.177)"
"KORA metabolomics","cGAN",0.593,0.161958642216153,"Precision-Recall Curve","cGAN (AUPRC=0.177)"
"KORA metabolomics","cGAN",0.594,0.162010520163647,"Precision-Recall Curve","cGAN (AUPRC=0.177)"
"KORA metabolomics","cGAN",0.595,0.162062256809339,"Precision-Recall Curve","cGAN (AUPRC=0.177)"
"KORA metabolomics","cGAN",0.596,0.162113852729746,"Precision-Recall Curve","cGAN (AUPRC=0.177)"
"KORA metabolomics","cGAN",0.596428571428572,0.162135922330097,"Precision-Recall Curve","cGAN (AUPRC=0.177)"
"KORA metabolomics","cGAN",0.597,0.162165308498254,"Precision-Recall Curve","cGAN (AUPRC=0.177)"
"KORA metabolomics","cGAN",0.598,0.162216624685139,"Precision-Recall Curve","cGAN (AUPRC=0.177)"
"KORA metabolomics","cGAN",0.599,0.162267801857585,"Precision-Recall Curve","cGAN (AUPRC=0.177)"
"KORA metabolomics","cGAN",0.6,0.16231884057971,"Precision-Recall Curve","cGAN (AUPRC=0.177)"
"KORA metabolomics","cGAN",0.6,0.16231884057971,"Precision-Recall Curve","cGAN (AUPRC=0.177)"
"KORA metabolomics","cGAN",0.601,0.162369741412582,"Precision-Recall Curve","cGAN (AUPRC=0.177)"
"KORA metabolomics","cGAN",0.602,0.162420504914242,"Precision-Recall Curve","cGAN (AUPRC=0.177)"
"KORA metabolomics","cGAN",0.603,0.162471131639723,"Precision-Recall Curve","cGAN (AUPRC=0.177)"
"KORA metabolomics","cGAN",0.603571428571429,0.1625,"Precision-Recall Curve","cGAN (AUPRC=0.177)"
"KORA metabolomics","cGAN",0.604,0.162521622141072,"Precision-Recall Curve","cGAN (AUPRC=0.177)"
"KORA metabolomics","cGAN",0.605,0.16257197696737,"Precision-Recall Curve","cGAN (AUPRC=0.177)"
"KORA metabolomics","cGAN",0.606,0.16262219666475,"Precision-Recall Curve","cGAN (AUPRC=0.177)"
"KORA metabolomics","cGAN",0.607,0.162672281776417,"Precision-Recall Curve","cGAN (AUPRC=0.177)"
"KORA metabolomics","cGAN",0.607142857142857,0.162679425837321,"Precision-Recall Curve","cGAN (AUPRC=0.177)"
"KORA metabolomics","cGAN",0.607142857142857,0.161904761904762,"Precision-Recall Curve","cGAN (AUPRC=0.177)"
"KORA metabolomics","cGAN",0.607142857142857,0.161137440758294,"Precision-Recall Curve","cGAN (AUPRC=0.177)"
"KORA metabolomics","cGAN",0.607142857142857,0.160377358490566,"Precision-Recall Curve","cGAN (AUPRC=0.177)"
"KORA metabolomics","cGAN",0.607142857142857,0.15962441314554,"Precision-Recall Curve","cGAN (AUPRC=0.177)"
"KORA metabolomics","cGAN",0.607142857142857,0.158878504672897,"Precision-Recall Curve","cGAN (AUPRC=0.177)"
"KORA metabolomics","cGAN",0.607142857142857,0.158139534883721,"Precision-Recall Curve","cGAN (AUPRC=0.177)"
"KORA metabolomics","cGAN",0.607142857142857,0.157407407407407,"Precision-Recall Curve","cGAN (AUPRC=0.177)"
"KORA metabolomics","cGAN",0.607142857142857,0.15668202764977,"Precision-Recall Curve","cGAN (AUPRC=0.177)"
"KORA metabolomics","cGAN",0.607142857142857,0.155963302752294,"Precision-Recall Curve","cGAN (AUPRC=0.177)"
"KORA metabolomics","cGAN",0.607142857142857,0.155251141552511,"Precision-Recall Curve","cGAN (AUPRC=0.177)"
"KORA metabolomics","cGAN",0.607142857142857,0.154545454545455,"Precision-Recall Curve","cGAN (AUPRC=0.177)"
"KORA metabolomics","cGAN",0.607142857142857,0.153846153846154,"Precision-Recall Curve","cGAN (AUPRC=0.177)"
"KORA metabolomics","cGAN",0.607142857142857,0.153153153153153,"Precision-Recall Curve","cGAN (AUPRC=0.177)"
"KORA metabolomics","cGAN",0.607142857142857,0.152466367713004,"Precision-Recall Curve","cGAN (AUPRC=0.177)"
"KORA metabolomics","cGAN",0.607142857142857,0.151785714285714,"Precision-Recall Curve","cGAN (AUPRC=0.177)"
"KORA metabolomics","cGAN",0.607142857142857,0.151111111111111,"Precision-Recall Curve","cGAN (AUPRC=0.177)"
"KORA metabolomics","cGAN",0.608,0.151195424349,"Precision-Recall Curve","cGAN (AUPRC=0.177)"
"KORA metabolomics","cGAN",0.609,0.151293608262058,"Precision-Recall Curve","cGAN (AUPRC=0.177)"
"KORA metabolomics","cGAN",0.61,0.151391597234533,"Precision-Recall Curve","cGAN (AUPRC=0.177)"
"KORA metabolomics","cGAN",0.611,0.151489391846421,"Precision-Recall Curve","cGAN (AUPRC=0.177)"
"KORA metabolomics","cGAN",0.611607142857143,0.151548672566372,"Precision-Recall Curve","cGAN (AUPRC=0.177)"
"KORA metabolomics","cGAN",0.612,0.151586992675418,"Precision-Recall Curve","cGAN (AUPRC=0.177)"
"KORA metabolomics","cGAN",0.613,0.151684400296935,"Precision-Recall Curve","cGAN (AUPRC=0.177)"
"KORA metabolomics","cGAN",0.614,0.151781615284105,"Precision-Recall Curve","cGAN (AUPRC=0.177)"
"KORA metabolomics","cGAN",0.615,0.151878638207797,"Precision-Recall Curve","cGAN (AUPRC=0.177)"
"KORA metabolomics","cGAN",0.616,0.151975469636626,"Precision-Recall Curve","cGAN (AUPRC=0.177)"
"KORA metabolomics","cGAN",0.616071428571429,0.151982378854626,"Precision-Recall Curve","cGAN (AUPRC=0.177)"
"KORA metabolomics","cGAN",0.617,0.152072110136967,"Precision-Recall Curve","cGAN (AUPRC=0.177)"
"KORA metabolomics","cGAN",0.618,0.152168560272961,"Precision-Recall Curve","cGAN (AUPRC=0.177)"
"KORA metabolomics","cGAN",0.619,0.152264820606529,"Precision-Recall Curve","cGAN (AUPRC=0.177)"
"KORA metabolomics","cGAN",0.62,0.152360891697385,"Precision-Recall Curve","cGAN (AUPRC=0.177)"
"KORA metabolomics","cGAN",0.620535714285714,0.152412280701754,"Precision-Recall Curve","cGAN (AUPRC=0.177)"
"KORA metabolomics","cGAN",0.621,0.152456774103041,"Precision-Recall Curve","cGAN (AUPRC=0.177)"
"KORA metabolomics","cGAN",0.622,0.152552468378823,"Precision-Recall Curve","cGAN (AUPRC=0.177)"
"KORA metabolomics","cGAN",0.623,0.152647975077882,"Precision-Recall Curve","cGAN (AUPRC=0.177)"
"KORA metabolomics","cGAN",0.624,0.152743294751198,"Precision-Recall Curve","cGAN (AUPRC=0.177)"
"KORA metabolomics","cGAN",0.625,0.152838427947598,"Precision-Recall Curve","cGAN (AUPRC=0.177)"
"KORA metabolomics","cGAN",0.625,0.152173913043478,"Precision-Recall Curve","cGAN (AUPRC=0.177)"
"KORA metabolomics","cGAN",0.625,0.151515151515152,"Precision-Recall Curve","cGAN (AUPRC=0.177)"
"KORA metabolomics","cGAN",0.625,0.150862068965517,"Precision-Recall Curve","cGAN (AUPRC=0.177)"
"KORA metabolomics","cGAN",0.625,0.150214592274678,"Precision-Recall Curve","cGAN (AUPRC=0.177)"
"KORA metabolomics","cGAN",0.625,0.14957264957265,"Precision-Recall Curve","cGAN (AUPRC=0.177)"
"KORA metabolomics","cGAN",0.625,0.148936170212766,"Precision-Recall Curve","cGAN (AUPRC=0.177)"
"KORA metabolomics","cGAN",0.625,0.148305084745763,"Precision-Recall Curve","cGAN (AUPRC=0.177)"
"KORA metabolomics","cGAN",0.625,0.147679324894515,"Precision-Recall Curve","cGAN (AUPRC=0.177)"
"KORA metabolomics","cGAN",0.625,0.147058823529412,"Precision-Recall Curve","cGAN (AUPRC=0.177)"
"KORA metabolomics","cGAN",0.625,0.146443514644351,"Precision-Recall Curve","cGAN (AUPRC=0.177)"
"KORA metabolomics","cGAN",0.626,0.146574792614397,"Precision-Recall Curve","cGAN (AUPRC=0.177)"
"KORA metabolomics","cGAN",0.627,0.14670588628539,"Precision-Recall Curve","cGAN (AUPRC=0.177)"
"KORA metabolomics","cGAN",0.628,0.14683679604516,"Precision-Recall Curve","cGAN (AUPRC=0.177)"
"KORA metabolomics","cGAN",0.629,0.14696752228045,"Precision-Recall Curve","cGAN (AUPRC=0.177)"
"KORA metabolomics","cGAN",0.63,0.147098065376918,"Precision-Recall Curve","cGAN (AUPRC=0.177)"
"KORA metabolomics","cGAN",0.630952380952381,0.147222222222222,"Precision-Recall Curve","cGAN (AUPRC=0.177)"
"KORA metabolomics","cGAN",0.631,0.147228425719143,"Precision-Recall Curve","cGAN (AUPRC=0.177)"
"KORA metabolomics","cGAN",0.632,0.147358603690627,"Precision-Recall Curve","cGAN (AUPRC=0.177)"
"KORA metabolomics","cGAN",0.633,0.147488599673801,"Precision-Recall Curve","cGAN (AUPRC=0.177)"
"KORA metabolomics","cGAN",0.634,0.147618414050027,"Precision-Recall Curve","cGAN (AUPRC=0.177)"
"KORA metabolomics","cGAN",0.635,0.147748047199601,"Precision-Recall Curve","cGAN (AUPRC=0.177)"
"KORA metabolomics","cGAN",0.636,0.14787749950176,"Precision-Recall Curve","cGAN (AUPRC=0.177)"
"KORA metabolomics","cGAN",0.636904761904762,0.147994467496542,"Precision-Recall Curve","cGAN (AUPRC=0.177)"
"KORA metabolomics","cGAN",0.637,0.148006771334683,"Precision-Recall Curve","cGAN (AUPRC=0.177)"
"KORA metabolomics","cGAN",0.638,0.148135863075494,"Precision-Recall Curve","cGAN (AUPRC=0.177)"
"KORA metabolomics","cGAN",0.639,0.148264775100269,"Precision-Recall Curve","cGAN (AUPRC=0.177)"
"KORA metabolomics","cGAN",0.64,0.148393507784034,"Precision-Recall Curve","cGAN (AUPRC=0.177)"
"KORA metabolomics","cGAN",0.641,0.148522061500778,"Precision-Recall Curve","cGAN (AUPRC=0.177)"
"KORA metabolomics","cGAN",0.642,0.148650436623445,"Precision-Recall Curve","cGAN (AUPRC=0.177)"
"KORA metabolomics","cGAN",0.642857142857143,0.148760330578512,"Precision-Recall Curve","cGAN (AUPRC=0.177)"
"KORA metabolomics","cGAN",0.643,0.148778633523948,"Precision-Recall Curve","cGAN (AUPRC=0.177)"
"KORA metabolomics","cGAN",0.644,0.148906652573165,"Precision-Recall Curve","cGAN (AUPRC=0.177)"
"KORA metabolomics","cGAN",0.645,0.149034494140947,"Precision-Recall Curve","cGAN (AUPRC=0.177)"
"KORA metabolomics","cGAN",0.646,0.149162158596121,"Precision-Recall Curve","cGAN (AUPRC=0.177)"
"KORA metabolomics","cGAN",0.647,0.14928964630649,"Precision-Recall Curve","cGAN (AUPRC=0.177)"
"KORA metabolomics","cGAN",0.648,0.149416957638843,"Precision-Recall Curve","cGAN (AUPRC=0.177)"
"KORA metabolomics","cGAN",0.648809523809524,0.149519890260631,"Precision-Recall Curve","cGAN (AUPRC=0.177)"
"KORA metabolomics","cGAN",0.649,0.149544092958952,"Precision-Recall Curve","cGAN (AUPRC=0.177)"
"KORA metabolomics","cGAN",0.65,0.149671052631579,"Precision-Recall Curve","cGAN (AUPRC=0.177)"
"KORA metabolomics","cGAN",0.651,0.149797837020479,"Precision-Recall Curve","cGAN (AUPRC=0.177)"
"KORA metabolomics","cGAN",0.652,0.149924446488404,"Precision-Recall Curve","cGAN (AUPRC=0.177)"
"KORA metabolomics","cGAN",0.653,0.150050881397105,"Precision-Recall Curve","cGAN (AUPRC=0.177)"
"KORA metabolomics","cGAN",0.654,0.150177142107335,"Precision-Recall Curve","cGAN (AUPRC=0.177)"
"KORA metabolomics","cGAN",0.654761904761905,0.150273224043716,"Precision-Recall Curve","cGAN (AUPRC=0.177)"
"KORA metabolomics","cGAN",0.655,0.150303228978856,"Precision-Recall Curve","cGAN (AUPRC=0.177)"
"KORA metabolomics","cGAN",0.656,0.150429142370438,"Precision-Recall Curve","cGAN (AUPRC=0.177)"
"KORA metabolomics","cGAN",0.657,0.150554882639866,"Precision-Recall Curve","cGAN (AUPRC=0.177)"
"KORA metabolomics","cGAN",0.658,0.150680450143941,"Precision-Recall Curve","cGAN (AUPRC=0.177)"
"KORA metabolomics","cGAN",0.659,0.150805845238484,"Precision-Recall Curve","cGAN (AUPRC=0.177)"
"KORA metabolomics","cGAN",0.66,0.15093106827834,"Precision-Recall Curve","cGAN (AUPRC=0.177)"
"KORA metabolomics","cGAN",0.660714285714286,0.151020408163265,"Precision-Recall Curve","cGAN (AUPRC=0.177)"
"KORA metabolomics","cGAN",0.660714285714286,0.150406504065041,"Precision-Recall Curve","cGAN (AUPRC=0.177)"
"KORA metabolomics","cGAN",0.660714285714286,0.149797570850202,"Precision-Recall Curve","cGAN (AUPRC=0.177)"
"KORA metabolomics","cGAN",0.660714285714286,0.149193548387097,"Precision-Recall Curve","cGAN (AUPRC=0.177)"
"KORA metabolomics","cGAN",0.660714285714286,0.14859437751004,"Precision-Recall Curve","cGAN (AUPRC=0.177)"
"KORA metabolomics","cGAN",0.660714285714286,0.148,"Precision-Recall Curve","cGAN (AUPRC=0.177)"
"KORA metabolomics","cGAN",0.660714285714286,0.147410358565737,"Precision-Recall Curve","cGAN (AUPRC=0.177)"
"KORA metabolomics","cGAN",0.660714285714286,0.146825396825397,"Precision-Recall Curve","cGAN (AUPRC=0.177)"
"KORA metabolomics","cGAN",0.660714285714286,0.146245059288538,"Precision-Recall Curve","cGAN (AUPRC=0.177)"
"KORA metabolomics","cGAN",0.661,0.146299048281532,"Precision-Recall Curve","cGAN (AUPRC=0.177)"
"KORA metabolomics","cGAN",0.662,0.146487955996712,"Precision-Recall Curve","cGAN (AUPRC=0.177)"
"KORA metabolomics","cGAN",0.663,0.14667678012705,"Precision-Recall Curve","cGAN (AUPRC=0.177)"
"KORA metabolomics","cGAN",0.664,0.146865520728008,"Precision-Recall Curve","cGAN (AUPRC=0.177)"
"KORA metabolomics","cGAN",0.665,0.147054177854999,"Precision-Recall Curve","cGAN (AUPRC=0.177)"
"KORA metabolomics","cGAN",0.666,0.147242751563388,"Precision-Recall Curve","cGAN (AUPRC=0.177)"
"KORA metabolomics","cGAN",0.667,0.147431241908491,"Precision-Recall Curve","cGAN (AUPRC=0.177)"
"KORA metabolomics","cGAN",0.668,0.147619648945574,"Precision-Recall Curve","cGAN (AUPRC=0.177)"
"KORA metabolomics","cGAN",0.669,0.147807972729855,"Precision-Recall Curve","cGAN (AUPRC=0.177)"
"KORA metabolomics","cGAN",0.67,0.147996213316504,"Precision-Recall Curve","cGAN (AUPRC=0.177)"
"KORA metabolomics","cGAN",0.671,0.14818437076064,"Precision-Recall Curve","cGAN (AUPRC=0.177)"
"KORA metabolomics","cGAN",0.672,0.148372445117335,"Precision-Recall Curve","cGAN (AUPRC=0.177)"
"KORA metabolomics","cGAN",0.673,0.148560436441613,"Precision-Recall Curve","cGAN (AUPRC=0.177)"
"KORA metabolomics","cGAN",0.674,0.148748344788448,"Precision-Recall Curve","cGAN (AUPRC=0.177)"
"KORA metabolomics","cGAN",0.675,0.148936170212766,"Precision-Recall Curve","cGAN (AUPRC=0.177)"
