"Dataset","Data_source","x","y","type","AUROC_label"
"KORA metabolomics","cGAN",0.0305555555555556,0.0892857142857143,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.0305555555555556,0.107142857142857,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.031,0.107142857142857,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.032,0.107142857142857,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.033,0.107142857142857,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.0333333333333333,0.107142857142857,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.0333333333333333,0.125,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.034,0.125,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.035,0.125,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.036,0.125,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.0361111111111111,0.125,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.037,0.125,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.038,0.125,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.0388888888888889,0.125,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.039,0.125,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.04,0.125,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.041,0.125,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.0416666666666666,0.125,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.042,0.125,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.043,0.125,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.044,0.125,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.0444444444444444,0.125,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.045,0.125,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.046,0.125,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.047,0.125,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.0472222222222223,0.125,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.048,0.125,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.049,0.125,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.05,0.125,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.05,0.125,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.051,0.125,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.052,0.125,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.0527777777777778,0.125,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.053,0.125,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.054,0.125,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.055,0.125,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.0555555555555556,0.125,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.056,0.125,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.057,0.125,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.058,0.125,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.0583333333333333,0.125,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.059,0.125,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.06,0.125,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.061,0.125,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.0611111111111111,0.125,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.062,0.125,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.063,0.125,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.0638888888888889,0.125,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.064,0.125,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.065,0.125,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.066,0.125,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.0666666666666667,0.125,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.067,0.125,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.068,0.125,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.069,0.125,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.0694444444444444,0.125,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.07,0.125,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.071,0.125,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.072,0.125,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.0722222222222222,0.125,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.073,0.125,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.074,0.125,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.075,0.125,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.075,0.142857142857143,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.075,0.160714285714286,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.075,0.160714285714286,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.076,0.160714285714286,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.077,0.160714285714286,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.0777777777777777,0.160714285714286,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.078,0.160714285714286,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.079,0.160714285714286,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.08,0.160714285714286,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.0805555555555556,0.160714285714286,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.081,0.160714285714286,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.082,0.160714285714286,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.083,0.160714285714286,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.0833333333333334,0.160714285714286,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.084,0.160714285714286,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.085,0.160714285714286,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.086,0.160714285714286,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.0861111111111111,0.160714285714286,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.087,0.161857142857143,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.088,0.163142857142857,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.0884259259259259,0.163690476190476,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.089,0.164428571428571,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.09,0.165714285714286,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.0907407407407408,0.166666666666667,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.091,0.167,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.092,0.168285714285714,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.093,0.169571428571429,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.0930555555555556,0.169642857142857,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.094,0.170857142857143,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.095,0.172142857142857,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.0953703703703703,0.172619047619048,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.096,0.173428571428571,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.097,0.174714285714286,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.0976851851851852,0.175595238095238,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.098,0.176,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.099,0.177285714285714,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.1,0.178571428571429,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.1,0.178571428571429,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.101,0.178571428571429,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.102,0.178571428571429,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.102777777777778,0.178571428571429,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.103,0.178571428571429,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.104,0.178571428571429,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.105,0.178571428571429,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.105555555555556,0.178571428571429,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.106,0.178571428571429,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.107,0.178571428571429,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.108,0.178571428571429,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.108333333333333,0.178571428571429,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.109,0.178571428571429,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.11,0.178571428571429,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.111,0.178571428571429,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.111111111111111,0.178571428571429,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.112,0.178571428571429,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.113,0.178571428571429,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.113888888888889,0.178571428571429,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.114,0.178571428571429,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.115,0.178571428571429,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.116,0.178571428571429,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.116666666666667,0.178571428571429,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.117,0.179642857142857,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.118,0.182857142857143,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.118518518518519,0.18452380952381,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.119,0.186071428571428,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.12,0.189285714285714,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.12037037037037,0.19047619047619,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.121,0.1925,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.122,0.195714285714286,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.122222222222222,0.196428571428571,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.123,0.196428571428571,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.124,0.196428571428571,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.125,0.196428571428571,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.126,0.202857142857143,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.126388888888889,0.205357142857143,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.127,0.209285714285714,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.127777777777778,0.214285714285714,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.128,0.214285714285714,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.129,0.214285714285714,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.13,0.214285714285714,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.130555555555556,0.214285714285714,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.131,0.214285714285714,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.132,0.214285714285714,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.133,0.214285714285714,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.133333333333333,0.214285714285714,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.134,0.216428571428571,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.135,0.219642857142857,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.135185185185185,0.220238095238095,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.136,0.222857142857143,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.137,0.226071428571429,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.137037037037037,0.226190476190476,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.138,0.229285714285715,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.138888888888889,0.232142857142857,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.139,0.232142857142857,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.14,0.232142857142857,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.141,0.232142857142857,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.141666666666667,0.232142857142857,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.142,0.233214285714286,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.143,0.236428571428571,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.143518518518519,0.238095238095238,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.144,0.239642857142857,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.145,0.242857142857143,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.14537037037037,0.244047619047619,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.146,0.246071428571428,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.147,0.249285714285714,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.147222222222222,0.25,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.148,0.25,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.149,0.25,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.15,0.25,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.15,0.25,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.151,0.25,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.152,0.25,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.152777777777778,0.25,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.153,0.25,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.154,0.25,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.155,0.25,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.155555555555556,0.25,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.156,0.25,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.157,0.25,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.158,0.25,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
"KORA metabolomics","cGAN",0.158333333333333,0.25,"Receiver Operating Characteristic Cruve","cGAN (AUROC=0.555)"
