"Response","Method","Predictor","Estimate","P","Bonferroni","Bonferroni_observedData","Sign_agreement"
"NeutralizationLevel","observed","OID20485",-0.40002776085957,0.271232344517699,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20486",0.350606550577728,0.308413674802526,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20487",1.07467258025005,0.030881084157052,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20490",0.960150826589664,0.0376830958836727,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20495",0.0989980810360906,0.768780946686018,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20497",0.0411255782624755,0.901997136189459,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20500",-0.0579896502217196,0.863716283286362,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20501",0.0816267568246534,0.803409841973025,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20504",0.612231565512229,0.0913822373782675,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20505",-0.310145410828117,0.381588666559341,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20506",-0.063033797127437,0.851056962774373,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20507",-0.398658550685309,0.267104216079291,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20508",0.375458344903646,0.285670302350412,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20510",-0.360163406385928,0.326958359341258,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20511",0.403666218896404,0.236867535180497,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20513",0.461492686943551,0.178524881956524,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20514",0.121721269702512,0.711952148477904,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20515",-0.440848743454298,0.218450604991255,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20519",-0.361499173757227,0.29729226164753,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20520",0.725325326027032,0.0475135663451315,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20521",-0.701183826966673,0.103228484583971,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20523",0.146475309789716,0.660652746700584,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20524",-0.494164452157885,0.191419372943653,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20525",0.924889321352763,0.0312758062569528,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20526",-0.204553906291763,0.551052954456669,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20527",0.332515316307297,0.322326505987501,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20528",-0.107419795633193,0.758003095775056,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20529",0.566715006093856,0.12691997971293,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20530",0.0960758357587355,0.771624127929828,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20531",-0.422408064012652,0.271002314093806,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20532",0.661504957741181,0.074196467850611,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20533",-0.0469081799477854,0.889545666647448,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20534",-0.247057441915772,0.48571604820925,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20535",-0.677538659832166,0.0745222323508851,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20536",-0.203535183368539,0.558953606716888,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20537",0.354662618027107,0.298178768953619,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20538",0.726392704531985,0.0683220907738451,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20540",0.215824674231408,0.522854753549363,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20541",0.100248458500682,0.764718552347287,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20542",-0.1389913742244,0.68634740183696,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20543",0.0121532969305701,0.971153534854454,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20544",-0.392213394665624,0.259979485478176,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20545",-0.25611515589976,0.45928110748667,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20547",0.0903624842168009,0.792383907710165,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20548",0.196914811568795,0.559600825794374,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20551",-0.403993038506672,0.251171976198012,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20552",-0.508475429147571,0.176265372043126,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20553",-0.347605797477439,0.342785165439731,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20554",-0.473336737710771,0.182577860231575,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20556",0.678317996121215,0.0714162351534076,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20557",-0.254406998612351,0.468222377841876,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20558",-0.597016850583249,0.110644661833449,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20559",-0.497072050137265,0.158636682946549,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20560",0.191176356089836,0.58551747431978,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20561",0.930164494897858,0.0200967595037222,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20562",0.0956902888060419,0.774672934956557,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20563",-0.594978076316644,0.158113325670692,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20564",0.372339729169349,0.279826792949857,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20565",0.585619813799939,0.0999001560844925,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20566",0.618667942879246,0.0841488183121607,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20567",-0.165389510169817,0.634975728423759,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20568",0.344558974264192,0.305863096558459,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20569",0.356887004495065,0.287473572247799,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20570",0.485548228405614,0.167583351915762,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20571",0.514543106217627,0.141518742096433,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20572",-0.196503092364465,0.565538719034857,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20573",0.523149682923268,0.150266053928142,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20574",-0.467797855384914,0.221732510085831,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20575",0.784545116893123,0.0464291040584136,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20576",0.343588178420052,0.298017595229101,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20577",-0.456215983906482,0.209442211028741,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20578",-0.0234396693603022,0.944428533545425,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20579",-0.380561612160066,0.276897069936255,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20580",0.970724243216575,0.0227143540790795,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20581",0.539376590746623,0.119042056543252,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20582",-0.512528786111464,0.159880740120606,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20583",-0.559542937964315,0.153302437540576,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20584",0.456491358193053,0.185924144377831,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20585",0.673293224967789,0.0564519919454133,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20586",0.454576576483491,0.192402163796146,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20587",-0.368734155409614,0.294085513739492,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20588",-0.444209335244513,0.232039613104206,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20589",-0.387073893231445,0.283056434175903,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20590",-0.588519849604129,0.133090954293242,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20591",0.353480691741207,0.310665087686558,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20593",0.276313715742479,0.432083397510628,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20594",-0.408847575485223,0.232979748756057,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20595",0.19808006297852,0.563223840736097,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20596",0.306193519310236,0.352909009826273,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20597",-0.48386577385122,0.194919149768758,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20598",0.0679787456532115,0.839849839586755,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20599",0.00631683941261165,0.985002469769976,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20600",0.355569355513913,0.291812587787946,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20601",-0.356044604730134,0.317637651992727,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20602",0.0832887743240308,0.804810004738562,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20603",1.03189939866354,0.016649029283074,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20604",-0.377059977627118,0.249960766265968,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20605",0.529589031329554,0.125245066512822,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20606",1.11034870670811,0.0193419510113715,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20607",0.263661371035279,0.431110537186388,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20608",-0.228389302175805,0.495786561022396,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20609",0.350616389683568,0.316864154206309,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20610",0.46765155136976,0.173361050270745,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20611",1.51269731040906,0.00532358413940676,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20612",0.399883128121175,0.263684465702047,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20613",-0.284235159003504,0.403304507900069,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20614",1.12343484307737,0.0270399128521345,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20615",-0.428699301902732,0.231601666406739,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20616",-0.391039239746762,0.270251563670382,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20617",0.364905130056464,0.266940211241982,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20619",0.451766465820433,0.203333469269883,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20620",-0.288477034722411,0.410088109725106,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20621",-0.552406727628244,0.14109011449118,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20622",-0.125761296778558,0.70893865607007,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20623",-0.509441553483178,0.151879757128175,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20624",0.3426466699625,0.300838476934466,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20625",-0.420811692964536,0.241897526553497,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20626",0.603471601533667,0.0900720071909853,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20627",-0.461609549584747,0.194905946653376,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20628",-0.241635165844592,0.488860902610743,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20629",0.615690477823616,0.106032901723095,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20630",0.334021544030204,0.321902351855175,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20631",0.25067717593071,0.452787396601462,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20632",0.666260755779803,0.0803669396780052,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20633",0.337508257630662,0.31216736645805,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20635",-0.0154926022712962,0.963292536805822,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20636",0.720437274013887,0.0529438367569994,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20637",-0.0769317099396675,0.819811069009619,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20638",0.60083993948599,0.102814160468123,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20639",0.44964881860458,0.181990777261883,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20640",-0.426258039485642,0.223901220654987,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20641",-0.71564207788898,0.0654482400191763,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20642",0.222361046410948,0.520433187485392,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20643",-0.401296025252561,0.240099643030354,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20644",-0.10218505971929,0.762554740707148,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20645",-0.278722201703372,0.427913788003305,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20646",0.494261834586239,0.141612030713389,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20647",1.14021767461064,0.00676936861779361,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20648",-0.192888730297089,0.570116231613686,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20649",0.516338828727539,0.165624981769095,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20650",-0.0231813506932674,0.944991596984073,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20651",0.437318002005694,0.20944487762892,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20652",0.190019659151705,0.577361579608332,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20653",0.112865842096996,0.737217466283665,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20654",1.36708188305155,0.00715606913568974,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20655",-0.246151871648546,0.466667111749063,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20656",0.0170976462976755,0.959318249462582,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20657",1.28754971944312,0.0101968878224361,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20658",0.887766049467004,0.0291815815560739,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20660",0.551244480889677,0.111960914434228,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20661",-0.401684843378468,0.26725562027832,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20662",0.74030389230509,0.0775580700083221,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20663",-0.360613922949289,0.319964649650401,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20664",0.426589926498604,0.215078817942258,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20665",-0.0918755497026769,0.785638116781024,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20666",-0.0726595400159698,0.828606738346216,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20668",1.02116525974803,0.0150577528449545,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20669",0.310996591228656,0.36020710919307,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20670",0.90037964962724,0.121861245496053,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20671",0.0391544056682872,0.906931843711373,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20672",-0.208615729623845,0.539117424611264,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20673",0.469455193010472,0.168398505435985,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20674",0.869192269530346,0.0206829049903982,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20675",-0.00445015171085846,0.989434040105204,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20676",0.587382027715392,0.0954623206137215,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20677",0.969666892191499,0.0185005564431971,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20678",1.03547752279658,0.0165639503639864,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20679",-0.289277003580663,0.418224416081225,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20680",0.648959207095065,0.0732780511337797,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20681",-0.445355749979132,0.225102689847839,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20682",0.0898227068670562,0.787352943881128,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20683",-0.571642455195309,0.133540219939084,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20684",-0.297792250580403,0.38374041092165,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20685",-0.502782826081674,0.174068421039422,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20686",0.0804243731534175,0.806118647302419,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20687",0.383877856991722,0.266530007618439,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20688",0.298587392260388,0.372575996689733,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20689",0.685053547086795,0.0568184229533347,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20690",1.57611248809,0.0108808804355636,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20691",0.255199390445725,0.451408291490922,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20692",1.06831117377657,0.0176062076811975,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20693",-0.680532184103278,0.086215996490776,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20694",0.297292647141848,0.388234813277179,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20695",0.575127308981701,0.122417953913065,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20696",0.419431362073274,0.226214814732193,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20697",0.359240651764318,0.305941381372043,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20698",-0.339440151687808,0.326462491293628,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20699",0.56612320300893,0.108828228066002,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20700",0.0580884412206794,0.862119108628058,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20701",0.769844463809553,0.0866199304987937,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20702",0.275310056156669,0.40909423978608,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20703",0.358526414511993,0.292377793118644,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20704",-0.277198738877438,0.423100246994601,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20705",0.940626318523159,0.0286655394446089,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20706",0.519634694311696,0.129718921989272,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20707",-0.672314042684986,0.0882810301941076,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20708",0.813080497943,0.0345803509672966,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20709",1.02208869350647,0.0128706201972435,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20710",-0.128223946174665,0.7026155167032,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20711",-0.31655484431654,0.356662685570193,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20712",0.358684216132301,0.290069102516198,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20713",1.08259206705784,0.0136173292074589,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20714",0.235749845788486,0.479533560233525,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20715",0.498529027302038,0.17052592347645,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20716",1.85646623673017,0.00411319054727891,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20717",-0.464673923046752,0.20544710596516,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20718",-0.0250512454614726,0.940740547615702,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20719",0.20683717005297,0.536117455168214,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20720",0.498861287481812,0.161942535484361,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20721",0.287927817566471,0.397096994257613,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20722",0.066408108650781,0.842820996681964,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20723",0.153194334556624,0.64401718032133,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20724",-0.132982154996118,0.6954131003695,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20725",0.98442744796622,0.0203506169028622,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20726",-0.073460073325936,0.827880998870452,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20727",0.120699131112221,0.71544438395866,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20728",0.597014230824685,0.111150077756759,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20729",-0.428184510130307,0.236742818535327,FALSE,"Non-significant in observed data","Matching sign"
"NeutralizationLevel","observed","OID20730",0.570776588774559,0.1041059703331,FALSE,"Non-significant in observed data","Matching sign"
